Right_Shank_Ax,Right_Shank_Az,Right_Shank_Gy,Left_Shank_Ax,Left_Shank_Az,Left_Shank_Gy,Mode,phase
1.13037037849426,-0.267160485188166,1.33433338006338,0.820411523183187,-0.0162962963804603,0.18237500389417,1,3
1.12938272953033,-0.264382712543011,1.35312503576279,0.812839508056641,-0.0246913584414869,0.234718754887581,1,3
1.12498767375946,-0.260740739107132,1.37007503509522,0.808296298980713,-0.0297283956781029,0.266125005483627,1,3
1.11827161312103,-0.250123459100723,1.40657503604889,0.796592593193054,-0.042864198051393,0.352575004100799,1,3
1.11022224426269,-0.240493831038475,1.44202501773834,0.785975301265717,-0.0548641979694366,0.425525003671646,1,3
1.1021728515625,-0.228246918320656,1.47932500839233,0.775160491466522,-0.0643456801772118,0.515075004100799,1,3
1.09303703308105,-0.215259262919426,1.51447501182556,0.768790125846863,-0.0685432113707066,0.576650005578995,1,3
1.08913578987121,-0.202518519759178,1.5520250082016,0.805283951759338,-0.045876544713974,0.664600002765655,1,3
1.08597528934479,-0.192839506268501,1.58729999065399,0.857382726669312,-0.00844444632530202,0.73547500371933,1,3
1.08824689388275,-0.186716049909592,1.62457499504089,0.907753109931946,0.0330370351672174,0.839600014686584,1,3
1.09392590522766,-0.184691360592842,1.66192500591278,0.960197556018829,0.0735802456736566,0.913025021553038,1,3
1.10311110019684,-0.185185185074806,1.70155000686645,1.01358027458191,0.121135802567005,1.02002501487732,1,3
1.11748147010803,-0.190765434503555,1.74095001220703,1.05313582420349,0.173925928771496,1.12030001878738,1,3
1.14004938602448,-0.197925928235054,1.78307502269745,1.12153089046478,0.26182716190815,1.20035002231598,1,3
1.16113579273224,-0.203604939579964,1.8228000164032,1.23925926685333,0.375209882855415,1.22937500476837,1,3
1.17604937553406,-0.210024690628052,1.8634250164032,1.39846913814544,0.500691369175911,1.23840000629425,1,3
1.19234566688538,-0.208641976118088,1.90415000915527,1.59703702926636,0.6039506316185,1.20090000629425,1,3
1.20143208503723,-0.198864197731018,1.94962499141693,1.76749382019043,0.652740752696991,1.12575000524521,1,3
1.20439505577088,-0.177728395164013,1.99389998912811,1.86497528553009,0.632888901233673,1.04067499637604,1,3
1.20222222805023,-0.1463209874928,2.0436999797821,1.79924690723419,0.562370377779007,0.974199998378754,1,3
1.20212347507477,-0.105679013207555,2.09562497138977,1.63756790161133,0.478666669130325,0.930749988555909,1,3
1.19624693393707,-0.0679012352600694,2.14889998435974,1.37830864191055,0.398962962627411,0.911799991130829,1,3
1.1946172952652,-0.0255308644846082,2.2009250164032,1.11812345981598,0.341629630327225,0.910849988460541,1,3
1.19787654876709,0.017530864290893,2.25705003738403,0.898074090480806,0.295358026027679,0.953725004196166,1,3
1.21165430545807,0.0538271611556409,2.31285004615784,0.853975307941438,0.240987655520439,1.02100001573562,1,3
1.2348641872406,0.0894814835861324,2.3679000377655,0.911012327671051,0.177283952012658,1.11355001926422,1,3
1.27017283439636,0.128246914595365,2.42582502365112,1.06143207550049,0.108641975745559,1.21080001592636,1,3
1.30488889217377,0.162172840535641,2.484375,1.22888885736466,-0.0263703707605602,1.34412500858307,1,3
1.3360987663269,0.185481481254101,2.54112496376038,1.36972835063934,-0.152098763361573,1.47479999065399,1,3
1.36409878730774,0.210123455524445,2.59564995765686,1.42024688720703,-0.248938271775842,1.60244998931885,1,3
1.39145679473877,0.23264197409153,2.65142498016357,1.42409875392914,-0.335358027368784,1.70179998874664,1,3
1.41491358280182,0.255111110210419,2.70454998016357,1.3763950586319,-0.436691361665726,1.83097500801086,1,3
1.44123456478119,0.278469133377075,2.75374999046326,1.31165432929993,-0.471654325723648,1.92407503128052,1,3
