Right_Shank_Ax,Right_Shank_Az,Right_Shank_Gy,Left_Shank_Ax,Left_Shank_Az,Left_Shank_Gy,Mode,phase
0.729479207108328,-0.07568758546907,0.464762721239384,0.546665489336753,-0.138633541201529,-1.19123845622086,1,1
1.11955887487461,-0.111754482365336,0.711086928925482,0.842161695406897,-0.213516278997617,-1.84680905372996,1,1
0.998811370961091,-0.0988549039113397,0.633088330667468,0.754652112708328,-0.194523280997198,-1.66420904008881,1,1
1.05803709336431,-0.0996790651401172,0.669502321074915,0.806998255506789,-0.207043918753932,-1.78268994913539,1,1
1.01563067700489,-0.0919377363444548,0.636606969790452,0.783827773361762,-0.199258034617741,-1.72874927053406,1,1
1.03553917100382,-0.105475408979632,0.650477160753332,0.80060976888428,-0.205590175798005,-1.77951002999632,1,1
1.01378662968554,-0.10863591077891,0.633435589698056,0.783228260459424,-0.197689923984697,-1.76578280183502,1,1
1.01434388903919,-0.131150354179302,0.634862399342797,0.798119267048621,-0.197893287718044,-1.78815721071207,1,1
1.00068790041314,-0.147075405895671,0.626124867009591,0.795631752541809,-0.197820175669275,-1.79332301017954,1,1
1.00648529622671,-0.147687574017259,0.631123895875518,0.801601467180776,-0.192107550692276,-1.81933854279312,1,1
1.00559521487998,-0.149491732896198,0.633421137197913,0.804154143958673,-0.194325495457484,-1.84151288657983,1,1
1.00535193117566,-0.141136519885284,0.63229616695306,0.807093422145679,-0.191256577940955,-1.84937076292338,1,1
1.00427078927282,-0.139426712979408,0.633095017117807,0.807786853204801,-0.182957774661843,-1.85686476232865,1,1
1.00487312646086,-0.139924354268704,0.634060534502752,0.809456087694825,-0.180030998974156,-1.86554325447497,1,1
1.00966534792942,-0.138335354668928,0.634895107101699,0.809915417212946,-0.18060491530782,-1.87360238807894,1,1
1.01098424673205,-0.137713494581627,0.628774036422703,0.813163315728554,-0.179019151919744,-1.88557024566619,1,1
1.0068276245582,-0.136352510130754,0.619135400811649,0.814566633876819,-0.180962414629764,-1.89390730091822,1,1
1.00865069456896,-0.144024943486574,0.611967183173509,0.814250993794645,-0.185098219127131,-1.90822542848179,1,1
1.00422293272033,-0.153519789416732,0.609725619251552,0.813869923572541,-0.183700772746142,-1.9141568352625,1,1
1.0088738640923,-0.164473115779647,0.599250969850969,0.81582260576011,-0.188769091665679,-1.92519468902638,1,1
1.00805963120982,-0.174760406534856,0.591262196448509,0.814773759356982,-0.19169064192611,-1.93219460306746,1,1
1.0032900723961,-0.181598960425232,0.582607677095043,0.816900664195568,-0.187780297393491,-1.94453129483871,1,1
1.00277309074357,-0.178285656907516,0.577417261408858,0.82000438081268,-0.188292490298018,-1.94654212050529,1,1
1.00210515332222,-0.1829567650169,0.570986782799505,0.821225076332545,-0.188796113129523,-1.95331725022144,1,1
1.0054010832111,-0.18144964009819,0.57144686069569,0.818539364035259,-0.183886693996042,-1.95561865054263,1,1
1.00366664977344,-0.176787427109964,0.574404361814174,0.821046699388376,-0.179638379453463,-1.95617679466976,1,1
1.00875436580601,-0.164606742228276,0.570767225019601,0.817089751033194,-0.183375875147116,-1.96091999856275,1,1
1.01241604221197,-0.165957095957676,0.573682782025283,0.819086695770366,-0.181554774308351,-1.96164812094446,1,1
1.01051019596187,-0.167665309661322,0.579510062669575,0.820523045998916,-0.171085656769348,-1.95520852128264,1,1
1.0156597467295,-0.166561920250625,0.572933858580371,0.819773493303018,-0.176471552285313,-1.96146949192337,1,1
1.01820818202723,-0.162681782607042,0.571237871908273,0.823388816722614,-0.18178353857089,-1.97030545597546,1,1
